,ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
95350,229203317,06/07/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,112,0,25-44,M,WHITE HISPANIC,1028406,203684,40.725640247000065,-73.84069356399993,POINT (-73.84069356399993 40.72564024700006)
95413,227063384,04/17/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,113,0,45-64,M,ASIAN / PACIFIC ISLANDER,1051187,186752,40.67902299800004,-73.75867194799997,POINT (-73.75867194799997 40.67902299800004)
95426,227295942,04/24/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,63,0,25-44,M,WHITE HISPANIC,1006548,160547,40.60732092200004,-73.91969638299997,POINT (-73.91969638299997 40.60732092200004)
95461,228095070,05/12/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL1192UM1,M,M,25,11,25-44,M,WHITE HISPANIC,1004138,226326,40.78787459900008,-73.92818164599998,POINT (-73.92818164599998 40.78787459900008)
95588,227497294,04/29/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920D3,F,M,19,0,25-44,M,BLACK,993118,219184,40.76828961700004,-73.96798663299995,POINT (-73.96798663299995 40.76828961700004)
95604,227318373,04/25/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,62,0,25-44,M,WHITE HISPANIC,987194,162654,40.613131768000066,-73.98939785999994,POINT (-73.98939785999994 40.613131768000066)
95680,227358155,04/26/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL1192U2C,M,Q,110,0,18-24,M,WHITE HISPANIC,1020237,210724,40.74500029700005,-73.87012832399995,POINT (-73.87012832399995 40.74500029700005)
95684,228581915,05/23/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL1192U2C,M,K,73,0,45-64,M,BLACK,1010667,180318,40.66157677300004,-73.90478463999993,POINT (-73.90478463999993 40.66157677300004)
95770,227047335,04/17/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,104,0,25-44,M,WHITE HISPANIC,1009496,197011,40.70739864600006,-73.90894281899993,POINT (-73.90894281899993 40.70739864600006)
95818,228945669,06/01/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,K,75,0,18-24,M,WHITE HISPANIC,1015380,184762,40.67375924100002,-73.88777671199995,POINT (-73.88777671199995 40.67375924100002)
95871,229265385,06/08/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,103,0,45-64,M,WHITE HISPANIC,1052150,199362,40.71362705400003,-73.75507292399993,POINT (-73.75507292399993 40.71362705400003)
95997,227581378,04/30/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,61,0,25-44,M,WHITE,1005828,154351,40.59031594200008,-73.92230921299995,POINT (-73.92230921299995 40.59031594200008)
96060,228276724,05/17/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920D2,F,K,78,0,25-44,M,BLACK,989141,187733,40.681967344000036,-73.98236705399995,POINT (-73.98236705399995 40.681967344000036)
96072,227317134,04/25/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,115,11,18-24,M,WHITE HISPANIC,1017897,219850,40.77005803100008,-73.87852744499997,POINT (-73.87852744499997 40.77005803100008)
96078,227040409,04/17/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,90,0,18-24,M,WHITE,1005471,197238,40.70803227600004,-73.92345968199999,POINT (-73.92345968199999 40.70803227600004)
96128,227794325,05/06/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,M,32,0,25-44,M,BLACK,1000448,238379,40.82096430100006,-73.94147793899998,POINT (-73.94147793899998 40.82096430100006)
96244,228202262,05/15/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,121,0,25-44,M,WHITE HISPANIC,942610,161384,40.609548526000026,-74.14997073499995,POINT (-74.14997073499995 40.609548526000026)
96252,229155242,06/05/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,K,71,0,65+,M,BLACK,994568,179912,40.660495787000045,-73.96281209999995,POINT (-73.96281209999995 40.66049578700005)
96263,228530867,05/22/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,66,0,25-44,M,WHITE HISPANIC,993092,162232,40.61196954300004,-73.96815523499998,POINT (-73.96815523499998 40.61196954300004)
96296,229089695,06/03/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,K,62,0,65+,M,WHITE,981268,159460,40.60436487800007,-74.01074047699996,POINT (-74.01074047699996 40.60436487800007)
96303,228518983,05/21/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920D2,F,K,88,0,25-44,M,BLACK,994225,188721,40.68467491100006,-73.96403534499996,POINT (-73.96403534499996 40.68467491100006)
96353,228417280,05/19/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,111,0,18-24,M,ASIAN / PACIFIC ISLANDER,1053619,215112,40.756845356000035,-73.74961158999997,POINT (-73.74961158999997 40.756845356000035)
96610,229160711,06/06/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,106,0,45-64,M,ASIAN / PACIFIC ISLANDER,1037975,187366,40.68079833000007,-73.80630040399996,POINT (-73.80630040399996 40.68079833000007)
96655,228890936,05/30/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,113,3,25-44,F,BLACK,1046315,187088,40.67998073800004,-73.77623390699993,POINT (-73.77623390699993 40.67998073800004)
96666,228162784,05/14/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,101,0,25-44,F,BLACK,1054170,160995,40.60830279800007,-73.74818427599996,POINT (-73.74818427599996 40.60830279800007)
96712,227597454,05/01/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL1192D1C,F,M,33,0,25-44,M,WHITE HISPANIC,999318,245037,40.839240603000064,-73.94554568499996,POINT (-73.94554568499996 40.839240603000064)
96750,229127708,06/05/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,B,52,0,25-44,M,WHITE HISPANIC,1008544,253142,40.861465861000056,-73.91217356099996,POINT (-73.91217356099996 40.861465861000056)
96762,227917429,05/09/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,B,45,0,45-64,M,BLACK,1032091,241976,40.83072232800004,-73.82712605899997,POINT (-73.82712605899997 40.83072232800004)
96809,228549162,05/22/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,B,50,0,25-44,M,WHITE HISPANIC,1010193,259758,40.87962005900005,-73.90618647099996,POINT (-73.90618647099996 40.87962005900005)
96817,228945676,06/02/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,106,0,25-44,M,WHITE HISPANIC,1028607,187930,40.68239827900004,-73.84007215799994,POINT (-73.84007215799994 40.68239827900004)
96885,228532378,05/22/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,114,0,25-44,M,WHITE HISPANIC,1007049,218856,40.76736439200005,-73.91769475499996,POINT (-73.91769475499996 40.76736439200005)
97052,227038284,04/17/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920D3,F,K,69,0,25-44,M,WHITE HISPANIC,1011816,173795,40.64366906500004,-73.90066987499995,POINT (-73.90066987499995 40.64366906500004)
97059,228860544,05/30/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,S,123,0,25-44,F,WHITE,930135,141903,40.556009758000066,-74.19474418099996,POINT (-74.19474418099996 40.556009758000066)
97164,229342126,06/10/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,106,0,25-44,M,ASIAN / PACIFIC ISLANDER,1035120,187021,40.679868253000045,-73.81659644399997,POINT (-73.81659644399997 40.679868253000045)
97178,227613609,05/01/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,K,77,0,25-44,M,WHITE,994957,187194,40.68048278800006,-73.96139845599998,POINT (-73.96139845599998 40.68048278800006)
97357,229336714,06/09/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,61,0,25-44,F,BLACK,999485,160494,40.60719040500004,-73.94513351199998,POINT (-73.94513351199998 40.60719040500004)
97425,227908141,05/08/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,103,0,25-44,M,ASIAN / PACIFIC ISLANDER,1040601,194558,40.70052233600006,-73.79677245299997,POINT (-73.79677245299997 40.70052233600006)
97459,228487177,05/21/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,B,47,0,25-44,M,BLACK HISPANIC,1024906,268883,40.904609752000056,-73.85292605199999,POINT (-73.85292605199999 40.904609752000056)
97469,229082673,06/04/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,121,0,25-44,M,WHITE,937098,148760,40.57487061900008,-74.16973443199998,POINT (-74.16973443199998 40.57487061900008)
97585,226906844,04/14/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,115,0,45-64,M,WHITE HISPANIC,1018714,214946,40.756594678000056,-73.87560301799994,POINT (-73.87560301799994 40.756594678000056)
97631,228518921,05/22/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,122,0,45-64,F,BLACK,954497,150071,40.57854452000004,-74.10710912499997,POINT (-74.10710912499997 40.57854452000004)
97732,229119264,06/04/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,M,10,0,65+,M,WHITE HISPANIC,984534,211492,40.74718147900006,-73.99897648999998,POINT (-73.99897648999998 40.74718147900006)
97736,229268178,06/09/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,121,0,45-64,M,WHITE,945128,160719,40.60773471400006,-74.14089814999993,POINT (-74.14089814999993 40.60773471400006)
97793,228913961,05/31/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL1192U2C,M,Q,115,0,45-64,M,WHITE HISPANIC,1016305,212450,40.74975285700003,-73.88431023499999,POINT (-73.88431023499999 40.74975285700003)
97996,227496762,04/28/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,M,22,0,45-64,M,BLACK HISPANIC,994780,223757,40.78083948000005,-73.96197939799998,POINT (-73.96197939799998 40.78083948000005)
98056,228860543,05/30/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,107,0,25-44,M,WHITE HISPANIC,1041767,198341,40.71089825100006,-73.79253499599997,POINT (-73.79253499599997 40.71089825100006)
98060,228485045,05/21/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,115,11,25-44,M,WHITE,1018623,214936,40.75656758500002,-73.87593153399997,POINT (-73.87593153399997 40.75656758500002)
98063,228259072,05/17/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,115,0,25-44,M,WHITE HISPANIC,1021200,213848,40.753570910000064,-73.86663580299995,POINT (-73.86663580299995 40.753570910000064)
98072,227068153,04/18/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,B,46,0,25-44,M,BLACK HISPANIC,1012539,253107,40.86135789900004,-73.89773096099998,POINT (-73.89773096099998 40.86135789900004)
98111,228846161,05/29/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,M,34,0,18-24,M,WHITE HISPANIC,1002024,249023,40.850175971000056,-73.93575563699994,POINT (-73.93575563699994 40.850175971000056)
98120,229221175,06/08/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,112,0,25-44,M,WHITE,1025286,202643,40.722797981000035,-73.85195635699995,POINT (-73.85195635699995 40.722797981000035)
98246,228353924,05/18/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,113,0,25-44,M,ASIAN / PACIFIC ISLANDER,1039766,184339,40.672478867000045,-73.79986805799997,POINT (-73.79986805799997 40.672478867000045)
98272,229127718,06/04/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,109,0,65+,M,ASIAN / PACIFIC ISLANDER,1036607,217936,40.764713596000036,-73.81099479099998,POINT (-73.81099479099998 40.764713596000036)
98307,228864992,05/30/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,B,42,0,25-44,M,BLACK HISPANIC,1015574,241247,40.82879545400005,-73.88681422899998,POINT (-73.88681422899998 40.82879545400005)
98393,228913518,05/31/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,105,0,25-44,M,WHITE HISPANIC,1057738,204079,40.72652937700008,-73.73486453799995,POINT (-73.73486453799995 40.72652937700008)
98401,227030943,04/16/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,110,0,45-64,M,WHITE HISPANIC,1021265,211129,40.746107677000055,-73.86641616099996,POINT (-73.86641616099996 40.746107677000055)
98445,228537408,05/22/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,113,0,45-64,M,BLACK,1053393,188919,40.68495394100006,-73.75069641199997,POINT (-73.75069641199997 40.68495394100006)
98474,228425667,05/20/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,120,0,25-44,F,BLACK,952788,172631,40.640461147000046,-74.11336644699999,POINT (-74.11336644699998 40.640461147000046)
98504,227031220,04/17/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,121,0,25-44,M,WHITE HISPANIC,947751,169333,40.63138952200006,-74.13149807999997,POINT (-74.13149807999997 40.63138952200006)
98537,229203262,06/06/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,60,0,25-44,M,WHITE HISPANIC,988775,149400,40.57675153400004,-73.98371235299999,POINT (-73.98371235299999 40.57675153400004)
98555,228945672,06/01/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,72,0,25-44,M,WHITE HISPANIC,983903,174969,40.64693433100007,-74.00125188599996,POINT (-74.00125188599996 40.64693433100007)
98629,226899336,04/14/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,115,0,25-44,M,WHITE HISPANIC,1020196,212759,40.75058602300004,-73.87026541099993,POINT (-73.87026541099993 40.75058602300004)
98718,228310384,05/18/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,102,0,25-44,M,BLACK,1030261,193873,40.69870197700004,-73.83406807999995,POINT (-73.83406807999995 40.69870197700004)
98817,227228062,04/22/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,66,0,25-44,M,WHITE,989308,164692,40.618724703000055,-73.98178221399995,POINT (-73.98178221399996 40.618724703000055)
98858,227642597,05/03/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920E2,F,Q,102,0,25-44,M,WHITE HISPANIC,1025304,187988,40.68257341200007,-73.851980756,POINT (-73.851980756 40.68257341200007)
98875,228016872,05/11/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,113,0,45-64,M,WHITE HISPANIC,1050242,193423,40.69734039300005,-73.76201361899997,POINT (-73.76201361899997 40.69734039300005)
98910,227316557,04/24/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,104,0,65+,M,WHITE HISPANIC,1019293,199152,40.71324180300008,-73.87359537199995,POINT (-73.87359537199995 40.71324180300008)
98916,229130503,06/05/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,72,0,25-44,F,WHITE,983994,178882,40.65767466900007,-74.00092410999997,POINT (-74.00092410999997 40.65767466900007)
98924,229123362,06/05/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,111,0,45-64,M,WHITE,1048659,216392,40.76039613900008,-73.76750253499995,POINT (-73.76750253499995 40.76039613900008)
99129,228205323,05/15/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,101,0,25-44,F,BLACK,1052204,159911,40.60534274600008,-73.75527570199995,POINT (-73.75527570199995 40.60534274600008)
99153,229164831,06/05/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,81,0,25-44,M,WHITE HISPANIC,1001393,193816,40.69864853000007,-73.93817727399994,POINT (-73.93817727399994 40.69864853000007)
99166,228828805,05/28/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,121,0,25-44,M,WHITE HISPANIC,946783,170902,40.635692049000056,-74.13499424499997,POINT (-74.13499424499997 40.635692049000056)
99186,227789195,05/06/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,102,0,25-44,M,ASIAN / PACIFIC ISLANDER,1030365,193949,40.69891003700008,-73.83369249799993,POINT (-73.83369249799993 40.69891003700008)
99248,227732184,05/05/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,63,0,65+,M,BLACK,1005370,171152,40.63643231400005,-73.92390570799995,POINT (-73.92390570799995 40.63643231400005)
99251,228204960,05/15/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920E2,F,K,68,0,45-64,M,WHITE,977326,164079,40.61704088100004,-74.02494148499993,POINT (-74.02494148499993 40.61704088100004)
99256,227036792,04/17/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920E2,F,Q,102,0,45-64,M,ASIAN / PACIFIC ISLANDER,1035310,194572,40.70059287300006,-73.81585419699995,POINT (-73.81585419699996 40.70059287300006)
99445,227038746,04/17/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,83,0,25-44,M,BLACK HISPANIC,1006515,195061,40.70205435900005,-73.91970128999998,POINT (-73.91970128999998 40.70205435900005)
99523,227038748,04/17/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL119202X,M,M,20,0,25-44,M,ASIAN / PACIFIC ISLANDER,988944,224093,40.781766737000055,-73.983051973,POINT (-73.983051973 40.781766737000055)
99689,228633026,05/25/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,71,0,25-44,M,BLACK,1003553,181953,40.666082852000045,-73.93042147799997,POINT (-73.93042147799997 40.666082852000045)
99737,227912595,05/08/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,68,0,25-44,M,BLACK HISPANIC,978418,170067,40.63347747500006,-74.02101330899995,POINT (-74.02101330899995 40.63347747500006)
99886,228237883,05/16/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,114,0,25-44,F,WHITE HISPANIC,1007731,223552,40.78025189400006,-73.91521625999997,POINT (-73.91521625999997 40.78025189400006)
99939,227917750,05/09/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,90,0,25-44,M,WHITE HISPANIC,995615,195124,40.702247990000046,-73.95901272799993,POINT (-73.95901272799993 40.702247990000046)
99992,228828793,05/28/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,B,50,0,25-44,M,WHITE,1015182,268309,40.90307375900005,-73.88810578599998,POINT (-73.88810578599998 40.90307375900005)
100049,228485047,05/21/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920D2,F,Q,113,3,18-24,M,UNKNOWN,1046315,187088,40.67998073800004,-73.77623390699993,POINT (-73.77623390699993 40.67998073800004)
100052,227026399,04/16/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,88,0,25-44,M,WHITE HISPANIC,992826,192283,40.69445324900005,-73.96907507999998,POINT (-73.96907507999998 40.69445324900005)
100242,228837170,05/29/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,115,0,18-24,M,WHITE HISPANIC,1014062,211497,40.747144959000025,-73.89240976799994,POINT (-73.89240976799994 40.747144959000025)
100254,227058951,04/17/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,B,41,0,45-64,M,BLACK,1012937,237119,40.81747422800004,-73.89636049399995,POINT (-73.89636049399996 40.81747422800004)
100258,228589519,05/24/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,B,40,0,25-44,M,WHITE HISPANIC,1007791,236192,40.81494508600008,-73.91495530199995,POINT (-73.91495530199995 40.81494508600008)
100263,227325545,04/25/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,104,0,25-44,M,WHITE HISPANIC,1010857,197071,40.70755934400006,-73.90403365799993,POINT (-73.90403365799993 40.70755934400006)
100299,227588660,05/01/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,M,25,0,18-24,F,BLACK,1000748,234008,40.80896657300008,-73.94040478099998,POINT (-73.94040478099998 40.80896657300008)
100472,227923821,05/09/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,B,47,0,25-44,F,BLACK,1022520,267590,40.90107156000005,-73.86156492099997,POINT (-73.86156492099997 40.90107156000005)
100776,227509094,04/29/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,104,0,18-24,M,WHITE HISPANIC,1019583,203703,40.725732039000036,-73.87252540599997,POINT (-73.87252540599997 40.725732039000036)
100835,229268303,06/09/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,68,0,45-64,M,BLACK,977419,172430,40.63996269300003,-74.02461495599994,POINT (-74.02461495599994 40.63996269300003)
100888,227941778,05/09/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,83,0,25-44,M,WHITE,1003289,193373,40.69742872300003,-73.93134083399997,POINT (-73.93134083399997 40.69742872300003)
100979,227844667,05/07/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,K,72,0,25-44,M,WHITE HISPANIC,981028,172597,40.640423121000026,-74.01161105899995,POINT (-74.01161105899996 40.640423121000026)
101029,227036293,04/17/2021,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,112,11,25-44,M,WHITE HISPANIC,1029719,202246,40.72168664000003,-73.83596619299993,POINT (-73.83596619299993 40.72168664000003)
101200,228227733,05/15/2021,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920E2,F,K,70,0,25-44,M,BLACK,991549,169019,40.630599850000074,-73.97370531599995,POINT (-73.97370531599995 40.630599850000074)
